,Year,DOY,MST,Global Horizontal [W/m^2],Direct Normal [W/m^2],Diffuse Horizontal [W/m^2],PR1 Temperature [deg C],PH1 Temperature [deg C],Pressure [mBar],Zenith Angle [degrees],Azimuth Angle [degrees],RaZON Status,RaZON Time [hhmm],Logger Battery [VDC],Logger Temp [deg C]
0,2021,180,448,14.4,29.7,13.6,12.1,11.8,790.2,88.5318,60.3373,0,448,13.34,14.9
0,2021,180,449,15.3,17.3,14.9,12.1,11.9,790.2,88.3759,60.495,0,449,13.34,14.9
0,2021,180,450,16.9,21.5,16.3,12.2,12,790.2,88.2189,60.6524,0,450,13.35,14.88
0,2021,180,451,19.1,50.9,17.4,12.2,12,790.2,88.0611,60.8096,0,451,13.38,14.88
0,2021,180,452,21,79.9,18.2,12.3,12.1,790.2,87.9023,60.9665,0,452,13.38,14.88
0,2021,180,453,23.7,123.3,19,12.3,12.1,790.2,87.7427,61.1232,0,453,13.39,14.88
0,2021,180,454,25.5,148.1,19.5,12.3,12.1,790.2,87.5824,61.2796,0,454,13.36,14.88
0,2021,180,455,25.9,136.7,20,12.3,12.2,790.2,87.4213,61.4357,0,455,13.39,14.85
0,2021,180,456,25,105.3,20.1,12.3,12.2,790.2,87.2595,61.5916,0,456,13.35,14.85
0,2021,180,457,26.5,111.2,21,12.3,12.2,790.2,87.097,61.7473,0,457,13.39,14.85
0,2021,180,458,27.4,120.1,21.2,12.3,12.2,790.2,86.9339,61.9027,0,458,13.34,14.85
0,2021,180,459,25.4,62.6,22,12.3,12.2,790.2,86.7702,62.0578,0,459,13.34,14.85
0,2021,180,500,23.9,17.6,22.9,12.3,12.2,790.2,86.606,62.2127,0,500,13.38,14.85
0,2021,180,501,24.6,9.7,24,12.3,12.2,790.2,86.4411,62.3674,0,501,13.35,14.85
0,2021,180,502,25.7,7.6,25.2,12.3,12.2,790.2,86.2758,62.5218,0,502,13.34,14.85
0,2021,180,503,26.8,7.4,26.3,12.3,12.2,790.2,86.1099,62.676,0,503,13.34,14.85
0,2021,180,504,28,7.7,27.4,12.3,12.2,790.2,85.9436,62.83,0,504,13.34,14.85
0,2021,180,505,29,9.5,28.4,12.3,12.2,790.2,85.7768,62.9837,0,505,13.37,14.85
0,2021,180,506,29.9,11.8,29,12.3,12.2,790.2,85.6095,63.1372,0,506,13.34,14.85
0,2021,180,507,30.7,12.7,29.7,12.3,12.2,790.2,85.4418,63.2905,0,507,13.34,14.85
0,2021,180,508,31.1,13.7,30,12.3,12.2,790.2,85.2737,63.4435,0,508,13.34,14.85
0,2021,180,509,31.6,17.6,30.1,12.3,12.1,790.2,85.1052,63.5963,0,509,13.38,14.85
0,2021,180,510,32.9,21.9,31,12.2,12.1,790.2,84.9363,63.7489,0,510,13.38,14.85
0,2021,180,511,32.5,17,31,12.2,12.1,790.2,84.7671,63.9013,0,511,13.34,14.85
0,2021,180,512,32.8,13.3,31.5,12.3,12.1,790.2,84.5974,64.0535,0,512,13.34,14.85
0,2021,180,513,33.2,12.8,32,12.3,12.2,790.2,84.4274,64.2054,0,513,13.34,14.85
0,2021,180,514,34.3,15.2,32.8,12.3,12.2,790.2,84.2571,64.3572,0,514,13.34,14.85
0,2021,180,515,35.5,20.8,33.4,12.3,12.2,790.2,84.0864,64.5087,0,515,13.34,14.85
0,2021,180,516,37.3,28.8,34.3,12.3,12.2,790.2,83.9154,64.6601,0,516,13.34,14.85
0,2021,180,517,38.8,32.3,35.3,12.3,12.2,790.2,83.744,64.8112,0,517,13.34,14.85
0,2021,180,518,41.3,44.4,36.4,12.3,12.2,790.2,83.5724,64.9621,0,518,13.34,14.85
0,2021,180,519,45.5,69.7,37.6,12.3,12.2,790.2,83.4004,65.1128,0,519,13.34,14.85
0,2021,180,520,53.5,126,38.8,12.3,12.2,790.2,83.2282,65.2634,0,520,13.34,14.85
0,2021,180,521,56,135,39.9,12.3,12.2,790.2,83.0556,65.4137,0,521,13.34,14.85
0,2021,180,522,53,98.2,41,12.3,12.2,790.2,82.8828,65.5638,0,522,13.34,14.85
0,2021,180,523,55.7,106.7,42.3,12.3,12.2,790.2,82.7097,65.7138,0,523,13.34,14.85
0,2021,180,524,61.6,142.4,43.3,12.3,12.2,790.2,82.5363,65.8635,0,524,13.34,14.85
0,2021,180,525,72.1,213.6,44,12.3,12.2,790.2,82.3626,66.0131,0,525,13.34,14.85
0,2021,180,526,82.3,278.1,44.9,12.3,12.2,790.2,82.1886,66.1625,0,526,13.35,14.88
0,2021,180,527,68.8,173.7,45,12.3,12.3,790.2,82.0144,66.3117,0,527,13.34,14.88
0,2021,180,528,58.1,87.5,45.8,12.3,12.3,790.2,81.84,66.4608,0,528,13.34,14.88
0,2021,180,529,59.3,84.8,47.1,12.3,12.3,790.2,81.6653,66.6096,0,529,13.34,14.88
0,2021,180,530,63.1,100.1,48.4,12.3,12.3,790.2,81.4903,66.7583,0,530,13.34,14.88
0,2021,180,531,70.3,138.8,49.5,12.3,12.3,790.2,81.3151,66.9068,0,531,13.34,14.88
0,2021,180,532,75.3,162.5,50.5,12.3,12.3,790.2,81.1396,67.0552,0,532,13.34,14.88
0,2021,180,533,80.4,186.5,51.4,12.3,12.3,790.2,80.9639,67.2034,0,533,13.34,14.9
0,2021,180,534,79.8,175.5,52,12.3,12.3,790.2,80.788,67.3514,0,534,13.34,14.9
0,2021,180,535,76.7,148.2,52.8,12.3,12.3,790.2,80.6118,67.4992,0,535,13.34,14.9
0,2021,180,536,74.9,132.5,53,12.3,12.3,790.2,80.4354,67.6469,0,536,13.34,14.9
0,2021,180,537,77.3,139.1,54,12.3,12.3,790.2,80.2588,67.7945,0,537,13.34,14.9
0,2021,180,538,78.3,142.2,54,12.3,12.3,790.2,80.082,67.9419,0,538,13.34,14.9
0,2021,180,539,80.7,150,54.7,12.3,12.3,790.2,79.9049,68.0891,0,539,13.34,14.92
0,2021,180,540,83.4,160.8,55,12.4,12.4,790.2,79.7276,68.2362,0,540,13.34,14.92
0,2021,180,541,87.9,179.1,55.7,12.4,12.4,790.2,79.5501,68.3831,0,541,13.34,14.92
0,2021,180,542,89.4,182.9,56,12.4,12.5,790.2,79.3724,68.5299,0,542,13.34,14.92
0,2021,180,543,91.3,185.8,56.7,12.5,12.5,790.2,79.1945,68.6766,0,543,13.34,14.92
0,2021,180,544,91.7,182.5,57.2,12.5,12.5,790.2,79.0164,68.8231,0,544,13.34,14.95
0,2021,180,545,90.7,169.8,58.1,12.6,12.6,790.2,78.8381,68.9695,0,545,13.34,14.95
0,2021,180,546,91.3,164.1,59.2,12.6,12.6,790.2,78.6595,69.1157,0,546,13.34,14.95
0,2021,180,547,95.6,177.1,60.5,12.6,12.6,790.2,78.4808,69.2618,0,547,13.33,14.95
0,2021,180,548,104.5,212.5,61.7,12.7,12.7,790.2,78.3019,69.4078,0,548,13.33,14.95
0,2021,180,549,105.3,205.8,63.3,12.7,12.7,790.2,78.1228,69.5537,0,549,13.33,14.95
0,2021,180,550,117,251.6,64.8,12.8,12.8,790.2,77.9435,69.6994,0,550,13.33,14.97
0,2021,180,551,130.8,305.1,66.6,12.8,12.8,790.2,77.7639,69.845,0,551,13.33,14.97
0,2021,180,552,142.7,348.1,68.3,12.8,12.8,790.2,77.5843,69.9905,0,552,13.32,15
0,2021,180,553,146.6,355.3,69.7,12.9,12.9,790.2,77.4044,70.1359,0,553,13.32,15
0,2021,180,554,158.9,400.5,70.9,12.9,12.9,790.2,77.2243,70.2811,0,554,13.32,15
0,2021,180,555,168.1,436.3,71,12.9,13,790.2,77.0441,70.4263,0,555,13.33,15.02
0,2021,180,556,173.9,456.1,71,13,13,790.2,76.8636,70.5713,0,556,13.33,15.02
0,2021,180,557,177.6,465.5,71.1,13.1,13.1,790.2,76.683,70.7162,0,557,13.33,15.04
0,2021,180,558,181.8,473.3,72,13.1,13.2,790.2,76.5022,70.8611,0,558,13.35,15.04
0,2021,180,559,187.7,492.6,72,13.2,13.3,790.2,76.3213,71.0058,0,559,13.32,15.04
0,2021,180,600,180.7,453.1,72.9,13.3,13.4,790.2,76.1402,71.1504,0,600,13.33,15.07
0,2021,180,601,154.3,337.2,73,13.4,13.4,790.2,75.9588,71.295,0,601,13.33,15.07
0,2021,180,602,158.2,347.8,73.3,13.4,13.5,790.2,75.7774,71.4394,0,602,13.32,15.09
0,2021,180,603,151,311.4,74,13.5,13.6,790.2,75.5957,71.5837,0,603,13.33,15.12
0,2021,180,604,138.4,254.2,74.8,13.5,13.6,790.2,75.4139,71.728,0,604,13.33,15.14
0,2021,180,605,138.2,246.1,75.8,13.6,13.6,790.2,75.2319,71.8722,0,605,13.33,15.14
0,2021,180,606,140,245.2,77.1,13.6,13.7,790.2,75.0498,72.0163,0,606,13.32,15.17
0,2021,180,607,145.6,259.1,78.3,13.6,13.7,790.2,74.8675,72.1603,0,607,13.32,15.17
0,2021,180,608,168.1,337.1,79.5,13.7,13.7,790.2,74.6851,72.3042,0,608,13.32,15.21
0,2021,180,609,160.8,302.9,80.3,13.7,13.8,790.2,74.5024,72.4481,0,609,13.32,15.24
0,2021,180,610,173.5,342.2,81.5,13.7,13.8,790.2,74.3197,72.5918,0,610,13.32,15.26
0,2021,180,611,148.7,245.6,82,13.8,13.8,790.2,74.1367,72.7356,0,611,13.32,15.26
0,2021,180,612,158.9,277.8,82.5,13.8,13.9,790.2,73.9537,72.8792,0,612,13.32,15.29
0,2021,180,613,196.2,404.8,83.7,13.8,13.9,790.2,73.7704,73.0228,0,613,13.32,15.31
0,2021,180,614,237.3,542.6,84.8,13.9,14,790.2,73.587,73.1663,0,614,13.32,15.31
0,2021,180,615,212.8,452.2,84.5,14,14,790.2,73.4035,73.3098,0,615,13.32,15.36
0,2021,180,616,192.4,377.5,84,14,14.1,790.2,73.2198,73.4532,0,616,13.32,15.36
0,2021,180,617,214.5,449.6,84,14.1,14.2,790.2,73.036,73.5966,0,617,13.32,15.39
0,2021,180,618,238.3,529.8,82.9,14.2,14.2,790.2,72.852,73.7399,0,618,13.32,15.41
0,2021,180,619,180.8,338.8,80.5,14.2,14.3,790.2,72.6679,73.8831,0,619,13.32,15.43
0,2021,180,620,109.9,108.3,77.5,14.3,14.4,790.2,72.4837,74.0263,0,620,13.32,15.46
0,2021,180,621,139.6,210.1,76,14.4,14.4,790.2,72.2993,74.1695,0,621,13.31,15.46
0,2021,180,622,169.1,306.9,75.3,14.4,14.5,790.2,72.1147,74.3126,0,622,13.31,15.48
0,2021,180,623,174.5,322.7,75,14.5,14.5,790.2,71.9301,74.4557,0,623,13.31,15.51
0,2021,180,624,137,197.9,75.4,14.5,14.6,790.2,71.7452,74.5988,0,624,13.31,15.53
0,2021,180,625,121.5,143.7,76.3,14.5,14.6,790.2,71.5603,74.7418,0,625,13.31,15.55
0,2021,180,626,98.2,66.9,77,14.6,14.6,790.2,71.3752,74.8848,0,626,13.31,15.58
0,2021,180,627,102.4,79,77,14.6,14.7,790.2,71.19,75.0278,0,627,13.31,15.6
0,2021,180,628,123.4,142.2,77.3,14.6,14.7,790.2,71.0047,75.1708,0,628,13.31,15.63
0,2021,180,629,228,456.4,78.7,14.6,14.7,790.2,70.8192,75.3137,0,629,13.31,15.65
0,2021,180,630,187.2,334,77,14.7,14.7,790.2,70.6336,75.4566,0,630,13.32,15.68
0,2021,180,631,181,317,75.5,14.7,14.7,790.2,70.4479,75.5995,0,631,13.31,15.7
0,2021,180,632,158.8,246.3,76,14.7,14.8,790.2,70.262,75.7424,0,632,13.31,15.73
0,2021,180,633,142.9,190.8,78.1,14.7,14.8,790.2,70.0761,75.8853,0,633,13.31,15.75
0,2021,180,634,266.2,542,80.6,14.8,14.9,790.2,69.89,76.0282,0,634,13.31,15.77
0,2021,180,635,313.1,674.1,80.3,14.9,15,790.2,69.7038,76.1711,0,635,13.31,15.8
0,2021,180,636,303.6,644.8,79,15,15.1,790.2,69.5174,76.314,0,636,13.31,15.82
0,2021,180,637,309.8,654.6,79.7,15.2,15.2,790.2,69.331,76.4569,0,637,13.31,15.85
0,2021,180,638,334.7,716.7,80.6,15.3,15.4,790.2,69.1444,76.5998,0,638,13.31,15.87
0,2021,180,639,335.9,714.5,80.4,15.4,15.5,790.2,68.9577,76.7427,0,639,13.31,15.9
0,2021,180,640,340,719.2,80.7,15.6,15.7,790.2,68.7709,76.8856,0,640,13.31,15.92
0,2021,180,641,341.8,717.3,81,15.7,15.8,790.2,68.584,77.0285,0,641,13.31,15.95
0,2021,180,642,345.7,720,81.7,15.9,16,790.2,68.397,77.1715,0,642,13.31,16
0,2021,180,643,339.9,699.8,81.1,16,16.1,790.2,68.2098,77.3145,0,643,13.3,16.02
0,2021,180,644,355.7,734.3,82,16.2,16.3,790.2,68.0226,77.4575,0,644,13.3,16.04
0,2021,180,645,353.7,721.1,82.7,16.3,16.4,790.2,67.8352,77.6006,0,645,13.3,16.09
0,2021,180,646,349.8,703.1,83.5,16.5,16.6,790.2,67.6477,77.7436,0,646,13.3,16.12
0,2021,180,647,336,657.7,84.8,16.6,16.7,790.2,67.4602,77.8867,0,647,13.3,16.14
0,2021,180,648,350.2,684.3,86.8,16.7,16.8,790.2,67.2725,78.0299,0,648,13.3,16.19
0,2021,180,649,347.9,667.7,89,16.9,16.9,790.2,67.0847,78.1731,0,649,13.3,16.24
0,2021,180,650,358.7,684,91.3,17.1,17.1,790.2,66.8968,78.3163,0,650,13.3,16.27
0,2021,180,651,374.9,713.5,93.8,17.2,17.2,790.2,66.7088,78.4596,0,651,13.3,16.32
0,2021,180,652,388.6,736.5,96.3,17.4,17.4,790.2,66.5208,78.603,0,652,13.29,16.34
0,2021,180,653,394.7,739.3,99,17.5,17.5,790.2,66.3326,78.7464,0,653,13.29,16.39
0,2021,180,654,406,753.9,102.2,17.5,17.5,790.2,66.1443,78.8898,0,654,13.29,16.44
0,2021,180,655,362.3,640.3,102.6,17.6,17.6,790.2,65.9559,79.0334,0,655,13.29,16.49
0,2021,180,656,368.6,641.6,106.1,17.7,17.7,790.2,65.7674,79.1769,0,656,13.29,16.54
0,2021,180,657,418.7,749.8,109.9,17.7,17.7,790.2,65.5789,79.3206,0,657,13.29,16.59
0,2021,180,658,423.7,753,111.2,17.8,17.8,790.2,65.3902,79.4643,0,658,13.29,16.64
0,2021,180,659,437.1,773.8,113.7,17.9,17.9,790.2,65.2015,79.6081,0,659,13.29,16.69
0,2021,180,700,443.8,777.5,116.5,18,18,790.2,65.0126,79.752,0,700,13.28,16.74
0,2021,180,701,449.8,779.1,119.5,18.2,18.1,790.2,64.8237,79.896,0,701,13.28,16.81
0,2021,180,702,455.2,779.3,122.6,18.3,18.2,790.2,64.6347,80.0401,0,702,13.29,16.84
0,2021,180,703,384,605.2,124,18.4,18.3,790.2,64.4456,80.1842,0,703,13.27,16.91
0,2021,180,704,334.2,483.3,125,18.5,18.4,790.2,64.2564,80.3285,0,704,13.28,16.96
0,2021,180,705,429.5,688.9,129.3,18.5,18.4,790.2,64.0671,80.4728,0,705,13.27,17.01
0,2021,180,706,475.9,781.9,132.8,18.5,18.4,790.2,63.8777,80.6173,0,706,13.27,17.06
0,2021,180,707,484.2,790.7,134.9,18.4,18.4,790.2,63.6883,80.7618,0,707,13.27,17.14
0,2021,180,708,488.6,790.9,136.9,18.4,18.4,790.2,63.4988,80.9065,0,708,13.3,17.19
0,2021,180,709,493.4,792.2,138.8,18.5,18.4,790.2,63.3092,81.0513,0,709,13.27,17.24
0,2021,180,710,500.5,797.8,140.9,18.7,18.5,790.2,63.1195,81.1961,0,710,13.27,17.29
0,2021,180,711,501.5,789.8,143.3,18.7,18.6,790.2,62.9298,81.3412,0,711,13.27,17.34
0,2021,180,712,509.1,797.9,144.9,18.7,18.5,790.2,62.7399,81.4863,0,712,13.27,17.39
0,2021,180,713,513.8,800,146.2,18.8,18.6,790.2,62.55,81.6316,0,713,13.26,17.46
0,2021,180,714,436.9,632.8,144.4,18.9,18.7,790.2,62.36,81.777,0,714,13.26,17.51
0,2021,180,715,184.5,100.2,137.9,19,18.8,790.2,62.17,81.9225,0,715,13.26,17.56
0,2021,180,716,155.6,39.1,137.3,18.9,18.7,790.2,61.9799,82.0682,0,716,13.26,17.62
0,2021,180,717,179.4,85.2,139.3,18.8,18.5,790.2,61.7897,82.214,0,717,13.26,17.66
0,2021,180,718,335.7,403,144.5,18.6,18.4,790.2,61.5994,82.36,0,718,13.26,17.72
0,2021,180,719,419.9,570.5,147.7,18.6,18.4,790.2,61.4091,82.5061,0,719,13.25,17.77
0,2021,180,720,378.1,482.5,146.6,18.6,18.4,790.2,61.2187,82.6524,0,720,13.26,17.82
0,2021,180,721,301.2,322.7,145.4,18.6,18.3,790.2,61.0282,82.7988,0,721,13.25,17.87
0,2021,180,722,290.5,298.4,145.5,18.5,18.3,790.2,60.8377,82.9454,0,722,13.25,17.92
0,2021,180,723,321.8,359,146.4,18.5,18.2,790.2,60.6471,83.0922,0,723,13.25,17.97
0,2021,180,724,272.8,261.5,144.3,18.4,18.2,790.2,60.4565,83.2392,0,724,13.25,17.99
0,2021,180,725,291.3,297.9,144,18.4,18.1,790.2,60.2658,83.3863,0,725,13.25,18.05
0,2021,180,726,209.5,134.8,142.5,18.4,18.1,790.2,60.075,83.5336,0,726,13.25,18.07
0,2021,180,727,251.2,216.6,142.8,18.4,18.1,790.2,59.8842,83.6811,0,727,13.25,18.12
0,2021,180,728,284,278.2,144.1,18.4,18.1,790.2,59.6933,83.8288,0,728,13.24,18.17
0,2021,180,729,269.1,245.9,144.7,18.4,18,790.2,59.5024,83.9767,0,729,13.24,18.2
0,2021,180,730,281.2,266.7,145.5,18.4,18,790.2,59.3114,84.1247,0,730,13.24,18.25
0,2021,180,731,323.6,345.8,146.6,18.3,17.9,790.2,59.1204,84.273,0,731,13.24,18.28
0,2021,180,732,298.1,292.2,147.7,18.2,17.9,790.2,58.9293,84.4215,0,732,13.24,18.3
0,2021,180,733,303.5,298.1,149.2,18.3,17.9,790.2,58.7381,84.5702,0,733,13.24,18.35
0,2021,180,734,337.2,357.5,151.1,18.3,17.9,790.2,58.5469,84.7192,0,734,13.26,18.38
0,2021,180,735,382.9,438.6,153.4,18.3,18,790.2,58.3557,84.8683,0,735,13.24,18.4
0,2021,180,736,360.3,394,153.1,18.2,18.1,790.2,58.1644,85.0177,0,736,13.24,18.46
0,2021,180,737,260.5,208.2,150.4,18.2,18.1,790.2,57.9731,85.1673,0,737,13.24,18.48
0,2021,180,738,209.5,116.4,147.6,18,18,790.2,57.7817,85.3172,0,738,13.24,18.51
0,2021,180,739,177.8,59.1,146.2,18,18,790.2,57.5903,85.4672,0,739,13.24,18.53
0,2021,180,740,216.2,124.8,149.1,17.9,18,790.2,57.3989,85.6176,0,740,13.24,18.56
0,2021,180,741,393.2,440.5,155.2,17.9,18,790.2,57.2074,85.7682,0,741,13.24,18.58
0,2021,180,742,491.3,609.6,160.3,17.9,18,790.2,57.0158,85.919,0,742,13.24,18.61
0,2021,180,743,459.9,547.1,161.3,18,18.1,790.2,56.8242,86.0701,0,743,13.24,18.64
0,2021,180,744,342.2,330.7,160.8,18.1,18.2,790.2,56.6326,86.2215,0,744,13.28,18.66
0,2021,180,745,311,270.8,161.7,18.1,18.3,790.2,56.441,86.3732,0,745,13.28,18.69
0,2021,180,746,371.8,375.1,164,18,18.3,790.2,56.2493,86.5251,0,746,13.28,18.69
0,2021,180,747,352.6,337.4,164.6,17.9,18.3,790.2,56.0576,86.6773,0,747,13.27,18.71
0,2021,180,748,356.5,342.1,165,17.9,18.2,790.2,55.8659,86.8298,0,748,13.28,18.71
0,2021,180,749,409.9,434.3,165.6,17.8,18.2,790.2,55.6741,86.9826,0,749,13.28,18.74
0,2021,180,750,420.9,451.5,165.6,17.7,18.2,790.2,55.4823,87.1357,0,750,13.24,18.77
0,2021,180,751,445,492.3,165.4,17.7,18.1,790.2,55.2905,87.2891,0,751,13.28,18.77
0,2021,180,752,493.4,576.2,164.4,17.7,18.1,790.2,55.0986,87.4429,0,752,13.24,18.79
0,2021,180,753,534.9,648.9,162.8,17.8,18.2,790.2,54.9067,87.5969,0,753,13.24,18.82
0,2021,180,754,550.4,676.9,160.4,17.9,18.3,790.2,54.7148,87.7513,0,754,13.24,18.82
0,2021,180,755,572.6,716.6,157.8,18,18.4,790.2,54.5229,87.9059,0,755,13.28,18.82
0,2021,180,756,581.9,734.3,154.8,18,18.4,790.2,54.331,88.061,0,756,13.24,18.84
0,2021,180,757,606.1,777,152,18.1,18.5,790.2,54.139,88.2163,0,757,13.24,18.84
0,2021,180,758,621.3,803,149.7,18.1,18.5,790.2,53.947,88.372,0,758,13.23,18.87
0,2021,180,759,627,811.6,148.3,18.1,18.6,790.2,53.755,88.5281,0,759,13.24,18.89
0,2021,180,800,645.8,840,148,18.2,18.6,790.2,53.563,88.6845,0,800,13.27,18.89
0,2021,180,801,648.2,838.6,149,18.3,18.7,790.2,53.371,88.8413,0,801,13.23,18.92
0,2021,180,802,631,804.5,149.9,18.3,18.8,790.2,53.179,88.9984,0,802,13.28,18.95
0,2021,180,803,640.3,814.6,151,18.4,18.8,790.2,52.9869,89.156,0,803,13.28,18.97
0,2021,180,804,624.1,783.2,151.6,18.5,18.9,790.2,52.7949,89.3139,0,804,13.24,18.97
0,2021,180,805,614.1,761.3,152.8,18.6,19,790.2,52.6028,89.4722,0,805,13.23,19
0,2021,180,806,539.8,636.6,152.3,18.6,19,790.2,52.4108,89.6309,0,806,13.24,19
0,2021,180,807,425.4,442.4,155,18.6,19.1,790.2,52.2187,89.79,0,807,13.28,19.02
0,2021,180,808,428.3,442.1,156.9,18.6,19.1,790.2,52.0266,89.9495,0,808,13.28,19.08
0,2021,180,809,564,655,160.1,18.6,19.1,790.2,51.8345,90.1094,0,809,13.23,19.08
0,2021,180,810,602.1,713.3,160.4,18.7,19.2,790.2,51.6425,90.2698,0,810,13.28,19.1
0,2021,180,811,631.9,760.4,159,18.7,19.2,790.2,51.4504,90.4306,0,811,13.27,19.1
0,2021,180,812,640.1,772.7,157.6,18.8,19.2,790.2,51.2583,90.5918,0,812,13.27,19.13
0,2021,180,813,531.7,600.9,154.9,18.8,19.3,790.2,51.0663,90.7535,0,813,13.27,19.15
0,2021,180,814,417.8,422.9,151.5,18.7,19.3,790.2,50.8742,90.9156,0,814,13.23,19.18
0,2021,180,815,383,370.3,148.9,18.6,19.3,790.2,50.6822,91.0782,0,815,13.27,19.21
0,2021,180,816,359,335,146.3,18.6,19.2,790.2,50.4901,91.2412,0,816,13.23,19.21
0,2021,180,817,396.2,395.5,144.1,18.5,19.1,790.2,50.2981,91.4048,0,817,13.23,19.23
0,2021,180,818,428.3,448.9,141,18.5,19,790.2,50.1061,91.5688,0,818,13.23,19.26
0,2021,180,819,530.4,609.8,138.5,18.4,18.9,790.2,49.9141,91.7333,0,819,13.26,19.26
0,2021,180,820,598.1,716.8,135.6,18.4,18.9,790.2,49.7221,91.8983,0,820,13.26,19.31
0,2021,180,821,588.7,706.1,131.3,18.5,18.9,790.2,49.5301,92.0638,0,821,13.23,19.34
0,2021,180,822,612.8,748.3,126.2,18.5,18.9,790.2,49.3382,92.2298,0,822,13.23,19.34
0,2021,180,823,680.6,855.5,122.1,18.6,19,790.2,49.1462,92.3963,0,823,13.26,19.34
0,2021,180,824,696.8,883.8,117.6,18.6,19,790.2,48.9543,92.5634,0,824,13.23,19.36
0,2021,180,825,699.3,890.9,113.2,18.6,19,790.2,48.7624,92.731,0,825,13.23,19.39
0,2021,180,826,701.7,896.9,109.4,18.6,19.1,790.2,48.5706,92.8992,0,826,13.27,19.39
0,2021,180,827,701.1,897.7,106,18.6,19.1,790.2,48.3787,93.0679,0,827,13.23,19.42
0,2021,180,828,701.1,898.7,103.1,18.6,19.2,790.2,48.187,93.2372,0,828,13.27,19.44
0,2021,180,829,701.3,899.5,100.5,18.6,19.2,790.2,47.9952,93.407,0,829,13.27,19.44
0,2021,180,830,702.1,900.9,98.2,18.7,19.2,790.2,47.8034,93.5775,0,830,13.23,19.47
0,2021,180,831,702.9,901.6,96.2,18.6,19.3,790.2,47.6117,93.7485,0,831,13.26,19.49
0,2021,180,832,703.5,901.6,94.6,18.7,19.3,790.2,47.4201,93.9201,0,832,13.26,19.49
0,2021,180,833,705.3,902.7,93.4,18.7,19.3,790.2,47.2285,94.0923,0,833,13.24,19.52
0,2021,180,834,707.7,904.7,92.3,18.9,19.4,790.2,47.0369,94.2652,0,834,13.22,19.55
0,2021,180,835,710.3,906,91.8,19,19.5,790.2,46.8453,94.4387,0,835,13.22,19.55
0,2021,180,836,711.7,905.9,91,19,19.5,790.2,46.6538,94.6128,0,836,13.26,19.57
0,2021,180,837,713.5,905.4,91,19.1,19.6,790.2,46.4624,94.7876,0,837,13.26,19.6
0,2021,180,838,715.2,905.7,90.2,19.1,19.6,790.2,46.271,94.963,0,838,13.24,19.63
0,2021,180,839,716.6,905.3,89.7,19.1,19.7,790.2,46.0796,95.1391,0,839,13.22,19.65
0,2021,180,840,717.9,905.1,89,19,19.6,790.2,45.8883,95.3159,0,840,13.22,19.68
0,2021,180,841,719,904.3,88.5,19,19.6,790.2,45.6971,95.4933,0,841,13.21,19.7
0,2021,180,842,722.6,907.1,88,19.1,19.7,790.2,45.5059,95.6715,0,842,13.21,19.73
0,2021,180,843,725.8,908.9,87.8,19.3,19.8,790.2,45.3148,95.8504,0,843,13.2,19.76
0,2021,180,844,729.1,911.6,87,19.4,19.9,790.2,45.1237,96.0299,0,844,13.2,19.78
0,2021,180,845,732.4,913.2,87,19.5,20,790.2,44.9327,96.2103,0,845,13.2,19.81
0,2021,180,846,735.1,914.4,86.7,19.5,20,790.2,44.7418,96.3913,0,846,13.2,19.84
0,2021,180,847,736.1,913.4,86.2,19.5,20.1,790.2,44.5509,96.5732,0,847,13.2,19.86
0,2021,180,848,738.4,913.9,86.1,19.4,20,790.2,44.3601,96.7557,0,848,13.2,19.92
0,2021,180,849,740.8,914.4,86,19.3,20,790.2,44.1693,96.9391,0,849,13.19,19.92
0,2021,180,850,743.1,914.4,86.2,19.2,20,790.2,43.9787,97.1233,0,850,13.19,19.97
0,2021,180,851,745.9,914.2,87,19.2,20,790.2,43.7881,97.3082,0,851,13.19,20
0,2021,180,852,746.5,912.1,87,19.2,20,790.2,43.5976,97.494,0,852,13.19,20.02
0,2021,180,853,749.3,913.1,87,19.2,20,790.2,43.4072,97.6806,0,853,13.19,20.05
0,2021,180,854,751.5,913.3,87,19.2,20,790.2,43.2168,97.868,0,854,13.19,20.08
0,2021,180,855,752.5,911.8,87,19.2,20.1,790.2,43.0266,98.0563,0,855,13.19,20.1
0,2021,180,856,755.5,912.7,87.3,19.3,20.1,790.2,42.8364,98.2454,0,856,13.19,20.13
0,2021,180,857,758.4,912.8,88,19.3,20.1,790.2,42.6463,98.4354,0,857,13.19,20.15
0,2021,180,858,760.3,912.6,88,19.3,20.1,790.2,42.4564,98.6264,0,858,13.19,20.18
0,2021,180,859,762.3,912.6,88,19.4,20.2,790.2,42.2665,98.8182,0,859,13.19,20.21
0,2021,180,900,764.3,912.3,88.2,19.5,20.3,790.2,42.0767,99.0109,0,900,13.19,20.24
0,2021,180,901,767.9,913.5,88.9,19.6,20.3,790.2,41.887,99.2046,0,901,13.18,20.29
0,2021,180,902,772.4,916.6,89,19.6,20.3,790.2,41.6974,99.3992,0,902,13.18,20.29
0,2021,180,903,774.8,917.1,89,19.6,20.3,790.2,41.5079,99.5947,0,903,13.18,20.34
0,2021,180,904,774,913.1,89.2,19.7,20.4,790.2,41.3186,99.7913,0,904,13.18,20.37
0,2021,180,905,776.4,912.7,90,19.8,20.4,790.2,41.1293,99.9888,0,905,13.18,20.4
0,2021,180,906,779.4,913.1,90.7,20,20.5,790.2,40.9402,100.187,0,906,13.18,20.42
